Participants	Duration..in.seconds.	Attention.check	Q3	Q4	Q5	Set_News	Type	Number	Accurate	Interesting	Order	Share
95	245	1	2	26	5	FL_434	TN	6	1	5	D	2
98	138	1	1	20	3	FL_434	TN	6	3	5	C	1
104	399	1	2	44	5	FL_434	TN	6	2	5	E	1
106	150	1	1	23	5	FL_434	TN	6	2	6	E	2
108	296	1	2	32	5	FL_434	TN	6	2	3	B	2
109	411	1	2	19	3	FL_434	TN	6	3	5	E	3
110	149	1	2	18	3	FL_434	TN	6	3	4	A	3
111	211	1	2	39	5	FL_434	TN	6	4	4	D	1
124	369	1	2	69	2	FL_434	TN	6	1	5	C	1
125	182	1	1	29	5	FL_434	TN	6	4	2	C	1
128	295	1	1	65	3	FL_434	TN	6	3	4	E	1
130	213	1	2	33	6	FL_434	TN	6	3	3	B	1
139	165	1	2	29	5	FL_434	TN	6	2	6	B	5
140	199	1	2	23	5	FL_434	TN	6	3	4	C	3
143	153	1	1	46	6	FL_434	TN	6	3	3	E	2
144	338	1	2	43	5	FL_434	TN	6	3	6	E	5
147	361	1	1	34	5	FL_434	TN	6	3	5	E	5
151	165	1	1	25	5	FL_434	TN	6	2	5	E	2
154	179	1	2	32	5	FL_434	TN	6	2	2	C	4
155	323	1	1	28	5	FL_434	TN	6	2	4	D	2
158	186	1	1	34	5	FL_434	TN	6	1	2	E	1
161	259	1	1	19	2	FL_434	TN	6	1	5	B	6
166	385	1	2	37	4	FL_434	TN	6	3	6	B	6
167	197	1	1	19	3	FL_434	TN	6	3	5	E	1
173	693	1	1	34	6	FL_434	TN	6	4	6	C	6
174	245	1	2	50	5	FL_434	TN	6	4	7	E	5
176	210	1	1	40	5	FL_434	TN	6	2	5	E	1
179	189	1	2	28	5	FL_434	TN	6	2	5	E	4
180	133	1	1	29	7	FL_434	TN	6	3	6	B	4
190	216	1	1	19	2	FL_434	TN	6	2	4	E	4
196	104	1	2	27	3	FL_434	TN	6	3	4	E	4
197	207	1	1	46	5	FL_434	TN	6	2	4	E	4
200	305	1	2	35	3	FL_434	TN	6	3	5	E	2
203	274	1	1	24	6	FL_434	TN	6	3	1	D	1
208	312	1	2	32	4	FL_434	TN	6	4	6	E	5
212	228	1	2	48	6	FL_434	TN	6	3	4	E	3
214	244	1	2	54	5	FL_434	TN	6	3	6	A	4
216	223	1	2	58	4	FL_434	TN	6	4	4	A	4
217	314	1	2	27	3	FL_434	TN	6	4	5	D	4
218	248	1	1	29	5	FL_434	TN	6	2	5	E	3
219	289	1	1	39	2	FL_434	TN	6	4	7	B	6
220	175	1	1	24	5	FL_434	TN	6	3	6	E	5
222	337	1	1	41	5	FL_434	TN	6	3	4	C	1
224	199	1	1	32	4	FL_434	TN	6	3	6	E	5
225	229	1	1	67	2	FL_434	TN	6	2	2	E	1
226	493	1	1	50	5	FL_434	TN	6	3	4	D	2
233	147	1	1	40	7	FL_434	TN	6	3	4	A	1
236	156	1	1	30	3	FL_434	TN	6	3	6	B	5
238	238	1	2	26	2	FL_434	TN	6	2	5	D	2
239	213	1	1	32	6	FL_434	TN	6	3	6	E	2
240	202	1	1	29	6	FL_434	TN	6	2	5	E	1
241	161	1	2	32	5	FL_434	TN	6	3	4	A	4
242	194	1	1	23	5	FL_434	TN	6	3	4	A	4
245	210	1	1	23	5	FL_434	TN	6	4	5	D	2
246	527	1	1	37	1	FL_434	TN	6	3	7	B	6
248	309	1	2	19	5	FL_434	TN	6	3	5	C	5
253	251	1	1	18	2	FL_434	TN	6	2	6	A	2
254	164	1	1	50	5	FL_434	TN	6	3	2	E	1
263	419	1	1	18	2	FL_434	TN	6	3	6	D	4
264	440	1	2	34	6	FL_434	TN	6	3	6	D	5
277	479	1	2	35	5	FL_434	TN	6	2	4	C	1
279	467	1	2	29	6	FL_434	TN	6	3	5	E	5
289	1147	1	1	24	4	FL_434	TN	6	2	4	D	5
291	342	1	1	25	6	FL_434	TN	6	2	4	C	1
294	610	1	1	27	5	FL_434	TN	6	2	4	A	4
295	168	1	2	31	5	FL_434	TN	6	3	4	C	4
296	1020	1	2	26	5	FL_434	TN	6	3	5	E	1
301	7496	1	1	26	3	FL_434	TN	6	3	4	E	5
3	246	1	1	36	7	FL_434	FN	15	3	5	E	5
6	237	1	2	37	6	FL_434	FN	15	2	2	E	2
7	412	1	2	27	3	FL_434	FN	15	3	4	C	3
11	282	1	1	42	4	FL_434	FN	15	3	4	B	1
14	180	1	1	30	5	FL_434	FN	15	2	5	B	1
18	381	1	1	48	2	FL_434	FN	15	4	4	E	5
19	276	1	2	40	3	FL_434	FN	15	2	6	B	4
21	212	1	2	30	3	FL_434	FN	15	3	5	B	5
25	170	1	2	19	3	FL_434	FN	15	2	6	B	5
26	294	1	1	26	3	FL_434	FN	15	3	4	B	1
29	227	1	2	65	3	FL_434	FN	15	3	4	E	3
33	346	1	1	23	2	FL_434	FN	15	4	5	A	4
34	176	1	2	19	3	FL_434	FN	15	3	4	E	4
45	481	1	1	39	5	FL_434	FN	15	1	6	B	3
46	351	1	1	30	6	FL_434	FN	15	1	4	A	4
48	257	1	2	28	2	FL_434	FN	15	4	5	C	5
55	414	1	2	30	2	FL_434	FN	15	2	5	A	1
56	158	1	2	33	5	FL_434	FN	15	3	4	B	1
62	234	1	1	52	3	FL_434	FN	15	3	6	D	4
64	560	1	1	21	2	FL_434	FN	15	3	6	E	4
66	219	1	2	33	6	FL_434	FN	15	1	4	B	1
69	224	1	1	24	5	FL_434	FN	15	2	5	E	2
72	136	1	1	21	3	FL_434	FN	15	3	4	A	2
74	574	1	2	64	4	FL_434	FN	15	3	5	A	1
77	287	1	1	20	3	FL_434	FN	15	3	4	A	4
79	200	1	2	35	2	FL_434	FN	15	1	6	D	1
81	243	1	1	33	5	FL_434	FN	15	2	5	B	1
84	185	1	1	23	6	FL_434	FN	15	1	4	E	1
85	675	1	2	42	3	FL_434	FN	15	1	4	E	4
86	264	1	2	19	2	FL_434	FN	15	1	5	E	1
89	318	1	2	39	5	FL_434	FN	15	2	5	E	1
92	303	1	2	39	2	FL_434	FN	15	2	3	E	2
95	245	1	2	26	5	FL_434	FN	15	1	4	C	1
98	138	1	1	20	3	FL_434	FN	15	4	5	E	1
104	399	1	2	44	5	FL_434	FN	15	1	6	E	1
106	150	1	1	23	5	FL_434	FN	15	1	4	B	3
108	296	1	2	32	5	FL_434	FN	15	2	6	A	5
109	411	1	2	19	3	FL_434	FN	15	3	5	C	1
110	149	1	2	18	3	FL_434	FN	15	3	4	D	2
111	211	1	2	39	5	FL_434	FN	15	3	3	B	1
124	369	1	2	69	2	FL_434	FN	15	1	1	C	1
125	182	1	1	29	5	FL_434	FN	15	4	4	B	5
128	295	1	1	65	3	FL_434	FN	15	1	4	E	1
130	213	1	2	33	6	FL_434	FN	15	2	3	C	1
139	165	1	2	29	5	FL_434	FN	15	2	5	E	3
140	199	1	2	23	5	FL_434	FN	15	3	4	E	3
143	153	1	1	46	6	FL_434	FN	15	3	3	D	2
144	338	1	2	43	5	FL_434	FN	15	2	5	E	5
147	361	1	1	34	5	FL_434	FN	15	4	5	D	5
151	165	1	1	25	5	FL_434	FN	15	1	4	E	4
154	179	1	2	32	5	FL_434	FN	15	3	6	B	5
155	323	1	1	28	5	FL_434	FN	15	2	4	E	2
158	186	1	1	34	5	FL_434	FN	15	3	5	E	2
161	259	1	1	19	2	FL_434	FN	15	2	4	E	1
166	385	1	2	37	4	FL_434	FN	15	3	6	E	6
167	197	1	1	19	3	FL_434	FN	15	1	4	E	1
173	693	1	1	34	6	FL_434	FN	15	3	6	B	6
174	245	1	2	50	5	FL_434	FN	15	1	4	D	2
176	210	1	1	40	5	FL_434	FN	15	1	5	C	1
179	189	1	2	28	5	FL_434	FN	15	2	4	B	2
180	133	1	1	29	7	FL_434	FN	15	2	5	A	3
190	216	1	1	19	2	FL_434	FN	15	2	4	A	3
196	104	1	2	27	3	FL_434	FN	15	2	3	E	2
197	207	1	1	46	5	FL_434	FN	15	2	5	E	5
200	305	1	2	35	3	FL_434	FN	15	1	2	A	1
203	274	1	1	24	6	FL_434	FN	15	3	1	E	1
208	312	1	2	32	4	FL_434	FN	15	2	5	B	5
212	228	1	2	48	6	FL_434	FN	15	2	4	E	2
214	244	1	2	54	5	FL_434	FN	15	2	4	A	2
216	223	1	2	58	4	FL_434	FN	15	1	1	A	1
217	314	1	2	27	3	FL_434	FN	15	3	4	C	6
218	248	1	1	29	5	FL_434	FN	15	1	5	D	2
219	289	1	1	39	2	FL_434	FN	15	4	7	E	6
220	175	1	1	24	5	FL_434	FN	15	3	6	A	5
222	337	1	1	41	5	FL_434	FN	15	2	4	B	1
224	199	1	1	32	4	FL_434	FN	15	3	5	D	5
225	229	1	1	67	2	FL_434	FN	15	2	3	A	1
226	493	1	1	50	5	FL_434	FN	15	1	4	E	1
233	147	1	1	40	7	FL_434	FN	15	1	4	E	1
236	156	1	1	30	3	FL_434	FN	15	1	4	E	2
238	238	1	2	26	2	FL_434	FN	15	1	4	B	1
239	213	1	1	32	6	FL_434	FN	15	2	4	A	1
240	202	1	1	29	6	FL_434	FN	15	1	5	E	1
241	161	1	2	32	5	FL_434	FN	15	2	6	C	5
242	194	1	1	23	5	FL_434	FN	15	3	5	E	4
245	210	1	1	23	5	FL_434	FN	15	2	4	E	2
246	527	1	1	37	1	FL_434	FN	15	3	6	E	4
248	309	1	2	19	5	FL_434	FN	15	4	5	A	5
253	251	1	1	18	2	FL_434	FN	15	3	5	B	5
254	164	1	1	50	5	FL_434	FN	15	2	1	A	1
263	419	1	1	18	2	FL_434	FN	15	4	5	C	4
264	440	1	2	34	6	FL_434	FN	15	3	5	E	5
277	479	1	2	35	5	FL_434	FN	15	3	4	B	1
279	467	1	2	29	6	FL_434	FN	15	3	5	C	5
289	1147	1	1	24	4	FL_434	FN	15	3	3	D	4
291	342	1	1	25	6	FL_434	FN	15	2	5	C	1
294	610	1	1	27	5	FL_434	FN	15	3	4	E	5
295	168	1	2	31	5	FL_434	FN	15	2	3	B	2
296	1020	1	2	26	5	FL_434	FN	15	3	5	E	1
301	7496	1	1	26	3	FL_434	FN	15	1	4	E	4
2	351	1	2	69	4	FL_433	TN	4	3	4	C	4
4	186	1	1	32	5	FL_433	TN	4	4	4	E	5
8	247	1	2	23	5	FL_433	TN	4	2	4	B	1
9	245	1	2	24	3	FL_433	TN	4	2	2	D	1
17	763	1	1	22	3	FL_433	TN	4	2	4	A	2
20	301	1	1	26	3	FL_433	TN	4	2	6	E	2
22	214	1	2	30	5	FL_433	TN	4	4	5	E	1
23	414	1	2	22	5	FL_433	TN	4	2	3	B	1
28	227	1	2	29	6	FL_433	TN	4	2	5	C	3
30	220	1	1	18	2	FL_433	TN	4	3	5	B	1
35	472	1	2	25	3	FL_433	TN	4	3	5	C	6
38	334	1	1	30	3	FL_433	TN	4	3	4	E	3
39	304	1	2	60	2	FL_433	TN	4	3	5	A	6
42	1013	1	1	25	2	FL_433	TN	4	3	5	E	5
44	239	1	2	18	2	FL_433	TN	4	2	6	E	5
47	162	1	1	27	3	FL_433	TN	4	3	3	A	1
49	311	1	1	31	5	FL_433	TN	4	3	3	A	1
51	138	1	2	34	5	FL_433	TN	4	3	3	D	1
54	330	1	1	35	5	FL_433	TN	4	4	3	B	1
57	194	1	2	28	2	FL_433	TN	4	4	4	E	4
59	293	1	1	45	3	FL_433	TN	4	2	4	E	3
65	211	1	2	20	3	FL_433	TN	4	3	4	E	4
67	222	1	2	34	4	FL_433	TN	4	4	5	D	1
68	366	1	2	27	5	FL_433	TN	4	2	3	E	1
70	382	1	2	19	3	FL_433	TN	4	4	5	C	4
76	230	1	2	20	3	FL_433	TN	4	2	4	E	2
80	311	1	1	33	1	FL_433	TN	4	4	1	D	1
82	266	1	2	39	3	FL_433	TN	4	3	3	D	1
87	260	1	2	32	6	FL_433	TN	4	3	3	B	3
88	212	1	1	43	5	FL_433	TN	4	4	4	E	3
90	159	1	2	31	6	FL_433	TN	4	3	3	A	1
96	213	1	2	24	5	FL_433	TN	4	3	5	A	2
97	268	1	1	60	3	FL_433	TN	4	4	4	E	2
100	377	1	2	35	4	FL_433	TN	4	3	5	B	3
101	181	1	2	29	5	FL_433	TN	4	3	3	A	1
103	470	1	2	34	3	FL_433	TN	4	3	2	D	1
114	380	1	1	34	2	FL_433	TN	4	3	4	D	4
115	172	1	2	39	2	FL_433	TN	4	1	1	D	1
116	231	1	1	27	6	FL_433	TN	4	2	4	B	3
121	357	1	2	34	6	FL_433	TN	4	3	6	E	3
126	236	1	2	27	5	FL_433	TN	4	4	5	D	4
127	167	1	2	34	5	FL_433	TN	4	3	4	E	1
131	243	1	2	41	3	FL_433	TN	4	4	6	A	4
136	215	1	1	31	6	FL_433	TN	4	2	4	B	1
138	174	1	1	31	3	FL_433	TN	4	4	7	E	6
142	165	1	2	27	5	FL_433	TN	4	3	2	D	1
145	223	1	2	20	4	FL_433	TN	4	3	3	B	2
146	598	1	2	36	3	FL_433	TN	4	3	4	D	2
149	283	1	1	40	5	FL_433	TN	4	3	6	D	5
152	289	1	2	19	3	FL_433	TN	4	4	5	C	5
153	396	1	1	73	2	FL_433	TN	4	3	5	B	1
156	398	1	2	31	6	FL_433	TN	4	3	4	E	3
157	470	1	2	19	3	FL_433	TN	4	3	6	E	5
160	293	1	2	22	5	FL_433	TN	4	3	3	E	1
162	135	1	1	35	5	FL_433	TN	4	3	4	E	1
168	191	1	3	34	5	FL_433	TN	4	4	1	E	1
169	525	1	1	18	4	FL_433	TN	4	2	4	A	3
171	187	1	1	34	6	FL_433	TN	4	3	5	B	4
172	251	1	1	42	5	FL_433	TN	4	4	4	C	5
182	281	1	1	51	5	FL_433	TN	4	4	3	E	2
185	299	1	2	36	6	FL_433	TN	4	3	3	A	3
186	292	1	2	19	3	FL_433	TN	4	4	3	B	3
188	325	1	2	28	6	FL_433	TN	4	2	5	A	3
194	239	1	2	37	8	FL_433	TN	4	4	5	D	6
195	376	1	2	49	4	FL_433	TN	4	4	6	C	1
198	203	1	2	38	3	FL_433	TN	4	2	4	E	1
199	278	1	3	31	5	FL_433	TN	4	4	1	A	1
201	241	1	2	29	5	FL_433	TN	4	4	5	C	2
202	278	1	1	36	5	FL_433	TN	4	3	6	B	5
206	177	1	1	21	5	FL_433	TN	4	4	6	B	5
207	354	1	1	39	3	FL_433	TN	4	4	4	A	5
209	305	1	1	30	5	FL_433	TN	4	3	5	E	3
210	183	1	3	21	3	FL_433	TN	4	2	7	E	6
215	223	1	1	36	6	FL_433	TN	4	4	5	D	2
221	150	1	2	28	3	FL_433	TN	4	4	1	A	1
227	213	1	2	24	5	FL_433	TN	4	4	5	A	4
232	321	1	2	25	3	FL_433	TN	4	3	6	E	5
235	217	1	2	56	4	FL_433	TN	4	3	6	E	6
249	324	1	1	29	5	FL_433	TN	4	2	4	A	1
250	283	1	2	66	6	FL_433	TN	4	3	3	D	1
251	293	1	2	23	3	FL_433	TN	4	4	4	B	5
255	223	1	1	27	5	FL_433	TN	4	3	5	B	4
258	287	1	1	33	3	FL_433	TN	4	2	4	E	1
265	256	1	2	41	5	FL_433	TN	4	3	6	E	4
269	321	1	2	30	5	FL_433	TN	4	3	3	E	2
271	299	1	1	18	4	FL_433	TN	4	3	5	D	5
272	294	1	1	32	6	FL_433	TN	4	4	3	B	1
273	502	1	2	29	5	FL_433	TN	4	3	3	C	3
275	313	1	2	18	3	FL_433	TN	4	3	5	E	2
276	323	1	1	40	5	FL_433	TN	4	4	5	E	2
278	370	1	1	29	5	FL_433	TN	4	4	4	E	2
280	544	1	2	77	3	FL_433	TN	4	3	5	D	5
282	519	1	1	25	4	FL_433	TN	4	3	2	A	2
286	734	1	1	26	5	FL_433	TN	4	1	1	E	1
290	670	1	2	38	6	FL_433	TN	4	4	5	B	1
292	406	1	2	49	6	FL_433	TN	4	2	3	B	4
298	1093	1	1	28	5	FL_433	TN	4	2	3	E	1
300	149	1	1	33	8	FL_433	TN	4	3	5	D	2
2	351	1	2	69	4	FL_433	TN	12	2	3	D	1
4	186	1	1	32	5	FL_433	TN	12	2	5	B	2
8	247	1	2	23	5	FL_433	TN	12	3	4	E	4
9	245	1	2	24	3	FL_433	TN	12	2	4	E	1
17	763	1	1	22	3	FL_433	TN	12	4	5	E	4
20	301	1	1	26	3	FL_433	TN	12	1	3	B	2
22	214	1	2	30	5	FL_433	TN	12	2	3	C	1
23	414	1	2	22	5	FL_433	TN	12	3	4	A	1
28	227	1	2	29	6	FL_433	TN	12	2	6	C	4
30	220	1	1	18	2	FL_433	TN	12	3	4	D	1
35	472	1	2	25	3	FL_433	TN	12	4	4	D	4
38	334	1	1	30	3	FL_433	TN	12	2	3	B	2
39	304	1	2	60	2	FL_433	TN	12	1	4	E	1
42	1013	1	1	25	2	FL_433	TN	12	3	4	D	3
44	239	1	2	18	2	FL_433	TN	12	2	7	D	6
47	162	1	1	27	3	FL_433	TN	12	4	4	D	1
49	311	1	1	31	5	FL_433	TN	12	4	4	A	1
51	138	1	2	34	5	FL_433	TN	12	3	3	B	1
54	330	1	1	35	5	FL_433	TN	12	3	6	E	1
57	194	1	2	28	2	FL_433	TN	12	2	4	A	2
59	293	1	1	45	3	FL_433	TN	12	4	6	D	6
65	211	1	2	20	3	FL_433	TN	12	1	4	D	3
67	222	1	2	34	4	FL_433	TN	12	4	4	E	1
68	366	1	2	27	5	FL_433	TN	12	2	3	E	1
70	382	1	2	19	3	FL_433	TN	12	2	6	E	5
76	230	1	2	20	3	FL_433	TN	12	4	6	E	5
80	311	1	1	33	1	FL_433	TN	12	1	1	D	1
82	266	1	2	39	3	FL_433	TN	12	1	5	E	1
87	260	1	2	32	6	FL_433	TN	12	2	1	B	1
88	212	1	1	43	5	FL_433	TN	12	3	3	E	2
90	159	1	2	31	6	FL_433	TN	12	4	6	A	1
96	213	1	2	24	5	FL_433	TN	12	1	4	D	1
97	268	1	1	60	3	FL_433	TN	12	2	4	A	3
100	377	1	2	35	4	FL_433	TN	12	3	7	E	2
101	181	1	2	29	5	FL_433	TN	12	4	4	B	1
103	470	1	2	34	3	FL_433	TN	12	2	3	E	1
114	380	1	1	34	2	FL_433	TN	12	4	5	E	4
115	172	1	2	39	2	FL_433	TN	12	1	1	B	1
116	231	1	1	27	6	FL_433	TN	12	4	4	C	3
121	357	1	2	34	6	FL_433	TN	12	4	3	E	3
126	236	1	2	27	5	FL_433	TN	12	3	3	B	4
127	167	1	2	34	5	FL_433	TN	12	4	5	E	3
131	243	1	2	41	3	FL_433	TN	12	4	1	E	2
136	215	1	1	31	6	FL_433	TN	12	3	6	E	1
138	174	1	1	31	3	FL_433	TN	12	1	6	C	1
142	165	1	2	27	5	FL_433	TN	12	4	3	D	1
145	223	1	2	20	4	FL_433	TN	12	3	6	B	2
146	598	1	2	36	3	FL_433	TN	12	3	3	A	4
149	283	1	1	40	5	FL_433	TN	12	2	4	A	2
152	289	1	2	19	3	FL_433	TN	12	2	4	B	5
153	396	1	1	73	2	FL_433	TN	12	1	6	E	1
156	398	1	2	31	6	FL_433	TN	12	3	3	C	2
157	470	1	2	19	3	FL_433	TN	12	3	4	C	2
160	293	1	2	22	5	FL_433	TN	12	3	4	D	2
162	135	1	1	35	5	FL_433	TN	12	2	3	C	1
168	191	1	3	34	5	FL_433	TN	12	4	5	A	5
169	525	1	1	18	4	FL_433	TN	12	2	4	C	3
171	187	1	1	34	6	FL_433	TN	12	3	5	B	4
172	251	1	1	42	5	FL_433	TN	12	2	4	E	3
182	281	1	1	51	5	FL_433	TN	12	2	6	C	1
185	299	1	2	36	6	FL_433	TN	12	2	4	A	3
186	292	1	2	19	3	FL_433	TN	12	2	3	E	3
188	325	1	2	28	6	FL_433	TN	12	3	5	A	2
194	239	1	2	37	8	FL_433	TN	12	4	5	A	5
195	376	1	2	49	4	FL_433	TN	12	4	7	A	1
198	203	1	2	38	3	FL_433	TN	12	2	4	E	1
199	278	1	3	31	5	FL_433	TN	12	3	3	E	1
201	241	1	2	29	5	FL_433	TN	12	4	6	A	4
202	278	1	1	36	5	FL_433	TN	12	3	5	B	6
206	177	1	1	21	5	FL_433	TN	12	3	6	E	4
207	354	1	1	39	3	FL_433	TN	12	1	4	B	1
209	305	1	1	30	5	FL_433	TN	12	1	5	A	2
210	183	1	3	21	3	FL_433	TN	12	4	6	E	5
215	223	1	1	36	6	FL_433	TN	12	3	5	A	4
221	150	1	2	28	3	FL_433	TN	12	2	1	C	1
227	213	1	2	24	5	FL_433	TN	12	2	4	A	3
232	321	1	2	25	3	FL_433	TN	12	3	4	E	2
235	217	1	2	56	4	FL_433	TN	12	3	6	E	5
249	324	1	1	29	5	FL_433	TN	12	1	1	E	1
250	283	1	2	66	6	FL_433	TN	12	4	7	C	5
251	293	1	2	23	3	FL_433	TN	12	3	5	B	4
255	223	1	1	27	5	FL_433	TN	12	4	5	C	4
258	287	1	1	33	3	FL_433	TN	12	2	7	D	1
265	256	1	2	41	5	FL_433	TN	12	4	6	C	5
269	321	1	2	30	5	FL_433	TN	12	2	3	E	3
271	299	1	1	18	4	FL_433	TN	12	3	5	C	5
272	294	1	1	32	6	FL_433	TN	12	3	4	A	4
273	502	1	2	29	5	FL_433	TN	12	3	5	E	4
275	313	1	2	18	3	FL_433	TN	12	3	4	D	2
276	323	1	1	40	5	FL_433	TN	12	3	4	E	1
278	370	1	1	29	5	FL_433	TN	12	2	2	B	2
280	544	1	2	77	3	FL_433	TN	12	2	5	D	2
282	519	1	1	25	4	FL_433	TN	12	2	2	B	2
286	734	1	1	26	5	FL_433	TN	12	1	4	E	1
290	670	1	2	38	6	FL_433	TN	12	3	3	B	1
292	406	1	2	49	6	FL_433	TN	12	1	5	D	1
298	1093	1	1	28	5	FL_433	TN	12	2	3	E	1
300	149	1	1	33	8	FL_433	TN	12	2	3	B	3
2	351	1	2	69	4	FL_433	TN	13	1	6	E	3
4	186	1	1	32	5	FL_433	TN	13	2	2	E	1
8	247	1	2	23	5	FL_433	TN	13	4	4	D	4
9	245	1	2	24	3	FL_433	TN	13	2	5	B	3
17	763	1	1	22	3	FL_433	TN	13	2	5	A	4
20	301	1	1	26	3	FL_433	TN	13	1	2	A	1
22	214	1	2	30	5	FL_433	TN	13	1	2	A	1
23	414	1	2	22	5	FL_433	TN	13	3	6	E	1
28	227	1	2	29	6	FL_433	TN	13	2	5	A	3
30	220	1	1	18	2	FL_433	TN	13	3	4	D	4
35	472	1	2	25	3	FL_433	TN	13	3	6	E	2
38	334	1	1	30	3	FL_433	TN	13	2	4	A	2
39	304	1	2	60	2	FL_433	TN	13	3	4	A	4
42	1013	1	1	25	2	FL_433	TN	13	2	3	B	3
44	239	1	2	18	2	FL_433	TN	13	2	6	A	4
47	162	1	1	27	3	FL_433	TN	13	2	5	D	1
49	311	1	1	31	5	FL_433	TN	13	3	5	B	1
51	138	1	2	34	5	FL_433	TN	13	3	4	A	1
54	330	1	1	35	5	FL_433	TN	13	4	6	A	1
57	194	1	2	28	2	FL_433	TN	13	2	4	E	1
59	293	1	1	45	3	FL_433	TN	13	2	4	E	2
65	211	1	2	20	3	FL_433	TN	13	1	2	E	2
67	222	1	2	34	4	FL_433	TN	13	3	5	C	3
68	366	1	2	27	5	FL_433	TN	13	2	4	E	2
70	382	1	2	19	3	FL_433	TN	13	2	6	A	5
76	230	1	2	20	3	FL_433	TN	13	3	6	A	1
80	311	1	1	33	1	FL_433	TN	13	1	7	E	1
82	266	1	2	39	3	FL_433	TN	13	1	3	E	1
87	260	1	2	32	6	FL_433	TN	13	1	1	B	1
88	212	1	1	43	5	FL_433	TN	13	3	4	C	5
90	159	1	2	31	6	FL_433	TN	13	1	4	A	1
96	213	1	2	24	5	FL_433	TN	13	1	4	D	1
97	268	1	1	60	3	FL_433	TN	13	1	4	E	4
100	377	1	2	35	4	FL_433	TN	13	1	3	D	1
101	181	1	2	29	5	FL_433	TN	13	3	4	E	1
103	470	1	2	34	3	FL_433	TN	13	3	4	C	1
114	380	1	1	34	2	FL_433	TN	13	1	6	A	2
115	172	1	2	39	2	FL_433	TN	13	1	5	A	1
116	231	1	1	27	6	FL_433	TN	13	3	4	E	2
121	357	1	2	34	6	FL_433	TN	13	3	3	D	2
126	236	1	2	27	5	FL_433	TN	13	3	4	C	4
127	167	1	2	34	5	FL_433	TN	13	2	1	D	1
131	243	1	2	41	3	FL_433	TN	13	4	5	A	4
136	215	1	1	31	6	FL_433	TN	13	3	5	B	1
138	174	1	1	31	3	FL_433	TN	13	4	7	E	6
142	165	1	2	27	5	FL_433	TN	13	3	2	E	1
145	223	1	2	20	4	FL_433	TN	13	3	6	D	4
146	598	1	2	36	3	FL_433	TN	13	1	4	E	1
149	283	1	1	40	5	FL_433	TN	13	2	3	B	3
152	289	1	2	19	3	FL_433	TN	13	4	3	D	3
153	396	1	1	73	2	FL_433	TN	13	1	4	B	1
156	398	1	2	31	6	FL_433	TN	13	3	5	C	2
157	470	1	2	19	3	FL_433	TN	13	2	5	E	2
160	293	1	2	22	5	FL_433	TN	13	3	4	E	2
162	135	1	1	35	5	FL_433	TN	13	2	3	B	1
168	191	1	3	34	5	FL_433	TN	13	4	4	D	5
169	525	1	1	18	4	FL_433	TN	13	3	4	D	3
171	187	1	1	34	6	FL_433	TN	13	2	4	E	3
172	251	1	1	42	5	FL_433	TN	13	1	4	A	1
182	281	1	1	51	5	FL_433	TN	13	2	6	D	6
185	299	1	2	36	6	FL_433	TN	13	3	4	D	2
186	292	1	2	19	3	FL_433	TN	13	4	3	D	2
188	325	1	2	28	6	FL_433	TN	13	2	4	C	2
194	239	1	2	37	8	FL_433	TN	13	3	5	E	5
195	376	1	2	49	4	FL_433	TN	13	1	3	A	1
198	203	1	2	38	3	FL_433	TN	13	2	4	D	1
199	278	1	3	31	5	FL_433	TN	13	4	2	D	1
201	241	1	2	29	5	FL_433	TN	13	3	4	D	3
202	278	1	1	36	5	FL_433	TN	13	4	6	A	5
206	177	1	1	21	5	FL_433	TN	13	3	5	C	4
207	354	1	1	39	3	FL_433	TN	13	4	6	B	5
209	305	1	1	30	5	FL_433	TN	13	2	4	E	2
210	183	1	3	21	3	FL_433	TN	13	4	5	C	6
215	223	1	1	36	6	FL_433	TN	13	3	4	B	3
221	150	1	2	28	3	FL_433	TN	13	1	1	E	1
227	213	1	2	24	5	FL_433	TN	13	2	5	D	4
232	321	1	2	25	3	FL_433	TN	13	2	6	E	4
235	217	1	2	56	4	FL_433	TN	13	2	5	A	5
249	324	1	1	29	5	FL_433	TN	13	1	4	A	1
250	283	1	2	66	6	FL_433	TN	13	1	7	C	1
251	293	1	2	23	3	FL_433	TN	13	4	5	B	5
255	223	1	1	27	5	FL_433	TN	13	4	5	E	4
258	287	1	1	33	3	FL_433	TN	13	1	3	A	1
265	256	1	2	41	5	FL_433	TN	13	4	6	C	6
269	321	1	2	30	5	FL_433	TN	13	2	3	B	2
271	299	1	1	18	4	FL_433	TN	13	3	4	E	4
272	294	1	1	32	6	FL_433	TN	13	4	2	E	3
273	502	1	2	29	5	FL_433	TN	13	3	6	A	5
275	313	1	2	18	3	FL_433	TN	13	2	3	E	1
276	323	1	1	40	5	FL_433	TN	13	4	4	D	1
278	370	1	1	29	5	FL_433	TN	13	4	2	B	1
280	544	1	2	77	3	FL_433	TN	13	1	5	A	4
282	519	1	1	25	4	FL_433	TN	13	2	3	C	2
286	734	1	1	26	5	FL_433	TN	13	1	5	E	1
290	670	1	2	38	6	FL_433	TN	13	1	2	E	2
292	406	1	2	49	6	FL_433	TN	13	1	7	B	1
298	1093	1	1	28	5	FL_433	TN	13	1	4	A	1
300	149	1	1	33	8	FL_433	TN	13	2	4	E	3
2	351	1	2	69	4	FL_433	TN	7	3	6	A	4
4	186	1	1	32	5	FL_433	TN	7	4	6	C	6
