Participants	Duration..in.seconds.	Attention.check	Q3	Q4	Q5	Set_News	Type	Number	Accurate	Interesting	Order	Share
15	228	1	3	20	3	FL_417	TN	8	3	4	D	1
16	260	1	2	51	5	FL_417	TN	8	2	3	D	1
24	371	1	2	67	6	FL_417	TN	8	3	6	E	5
27	367	1	2	40	5	FL_417	TN	8	1	5	E	4
31	378	1	2	37	3	FL_417	TN	8	3	6	D	3
32	278	1	1	18	2	FL_417	TN	8	4	5	E	2
36	212	1	1	32	5	FL_417	TN	8	3	4	A	4
37	340	1	1	50	4	FL_417	TN	8	3	3	B	2
40	502	1	1	33	2	FL_417	TN	8	2	4	E	1
41	246	1	1	27	5	FL_417	TN	8	3	5	A	4
43	206	1	2	25	5	FL_417	TN	8	3	5	E	3
50	261	1	1	31	5	FL_417	TN	8	2	4	B	1
52	91	1	2	20	3	FL_417	TN	8	3	5	D	4
53	294	1	2	18	2	FL_417	TN	8	3	4	B	3
58	410	1	2	31	3	FL_417	TN	8	3	5	E	4
60	102	1	1	27	6	FL_417	TN	8	3	3	A	3
61	210	1	1	33	2	FL_417	TN	8	3	2	E	2
63	219	1	1	38	5	FL_417	TN	8	3	3	B	3
71	337	1	2	23	5	FL_417	TN	8	2	5	E	2
73	193	1	2	27	5	FL_417	TN	8	3	5	B	1
75	204	1	1	24	2	FL_417	TN	8	3	7	B	5
78	262	1	3	35	3	FL_417	TN	8	3	4	D	3
83	228	1	2	18	3	FL_417	TN	8	2	6	E	5
91	157	1	1	38	5	FL_417	TN	8	1	5	A	1
93	351	1	1	43	3	FL_417	TN	8	3	4	A	3
99	353	1	1	23	4	FL_417	TN	8	3	7	E	2
102	244	1	2	53	4	FL_417	TN	8	2	3	C	2
105	271	1	2	36	6	FL_417	TN	8	3	4	B	1
107	317	1	2	20	3	FL_417	TN	8	4	4	B	2
112	153	1	2	24	5	FL_417	TN	8	3	4	D	4
113	951	1	1	18	2	FL_417	TN	8	4	2	B	5
117	557	1	2	66	4	FL_417	TN	8	3	5	C	4
118	429	1	2	23	4	FL_417	TN	8	2	4	E	4
119	266	1	2	47	3	FL_417	TN	8	3	3	C	1
120	191	1	2	41	2	FL_417	TN	8	3	4	E	1
122	552	1	2	39	3	FL_417	TN	8	3	5	E	2
123	195	1	2	46	6	FL_417	TN	8	3	6	E	2
129	233	1	2	46	5	FL_417	TN	8	2	5	C	3
132	780	1	2	18	2	FL_417	TN	8	3	5	A	5
133	224	1	1	18	2	FL_417	TN	8	4	6	E	2
134	209	1	1	22	2	FL_417	TN	8	4	5	C	5
135	146	1	1	19	2	FL_417	TN	8	3	5	E	1
137	232	1	1	30	5	FL_417	TN	8	4	5	D	3
141	212	1	1	30	5	FL_417	TN	8	3	4	E	1
148	172	1	1	29	6	FL_417	TN	8	2	4	B	3
150	249	1	1	19	3	FL_417	TN	8	3	6	E	2
159	521	1	1	34	4	FL_417	TN	8	3	7	E	1
163	572	1	2	57	2	FL_417	TN	8	1	6	B	1
164	275	1	2	37	5	FL_417	TN	8	3	4	A	2
165	359	1	1	38	4	FL_417	TN	8	3	4	A	3
170	479	1	2	39	5	FL_417	TN	8	2	5	B	4
175	178	1	1	18	3	FL_417	TN	8	1	6	C	1
177	597	1	2	42	6	FL_417	TN	8	3	3	A	5
178	304	1	1	37	5	FL_417	TN	8	3	5	D	1
183	308	1	2	50	5	FL_417	TN	8	4	6	D	1
184	289	1	2	38	6	FL_417	TN	8	3	7	A	3
187	225	1	2	29	5	FL_417	TN	8	3	4	C	2
189	240	1	2	41	5	FL_417	TN	8	3	4	A	3
191	268	1	1	24	5	FL_417	TN	8	4	6	B	5
192	334	1	2	63	5	FL_417	TN	8	4	6	E	4
193	193	1	2	32	5	FL_417	TN	8	2	3	A	4
204	227	1	1	34	5	FL_417	TN	8	4	5	C	3
205	185	1	2	36	3	FL_417	TN	8	4	5	D	1
211	183	1	1	37	5	FL_417	TN	8	4	4	E	1
213	340	1	2	69	5	FL_417	TN	8	3	5	E	1
223	194	1	1	19	3	FL_417	TN	8	4	5	B	5
228	175	1	1	22	3	FL_417	TN	8	2	4	A	2
229	167	1	2	58	3	FL_417	TN	8	2	7	B	2
230	322	1	2	50	5	FL_417	TN	8	3	4	B	2
231	151	1	2	35	5	FL_417	TN	8	2	2	C	3
234	241	1	1	32	3	FL_417	TN	8	4	4	E	1
237	299	1	3	22	1	FL_417	TN	8	3	4	E	5
243	188	1	2	24	5	FL_417	TN	8	2	5	E	3
244	495	1	2	67	6	FL_417	TN	8	2	5	E	4
247	342	1	1	22	5	FL_417	TN	8	4	6	A	6
252	336	1	3	19	2	FL_417	TN	8	4	3	C	2
256	286	1	2	22	5	FL_417	TN	8	3	3	C	1
257	378	1	2	49	3	FL_417	TN	8	3	5	D	6
259	240	1	1	30	3	FL_417	TN	8	2	4	B	1
260	218	1	1	23	5	FL_417	TN	8	2	4	E	3
261	327	1	2	23	5	FL_417	TN	8	3	6	B	2
262	579	1	2	23	3	FL_417	TN	8	4	3	A	3
266	338	1	1	21	3	FL_417	TN	8	3	4	E	4
267	402	1	2	25	5	FL_417	TN	8	1	5	A	1
268	147	1	1	32	6	FL_417	TN	8	4	5	A	1
270	314	1	1	34	5	FL_417	TN	8	3	2	D	1
274	520	1	2	56	6	FL_417	TN	8	1	1	E	1
281	590	1	2	40	2	FL_417	TN	8	3	5	E	3
283	546	1	2	46	6	FL_417	TN	8	4	5	D	1
284	521	1	1	29	5	FL_417	TN	8	2	2	B	4
285	601	1	1	33	5	FL_417	TN	8	2	3	D	2
287	560	1	1	19	6	FL_417	TN	8	3	5	D	4
288	601	1	1	54	3	FL_417	TN	8	3	6	E	6
293	674	1	1	43	4	FL_417	TN	8	2	1	C	1
297	942	1	1	19	2	FL_417	TN	8	3	5	A	4
299	1282	1	2	34	5	FL_417	TN	8	2	6	C	1
3	246	1	1	36	7	FL_434	TN	20	3	4	C	3
6	237	1	2	37	6	FL_434	TN	20	2	1	C	2
7	412	1	2	27	3	FL_434	TN	20	3	3	A	2
11	282	1	1	42	4	FL_434	TN	20	2	2	A	1
14	180	1	1	30	5	FL_434	TN	20	3	3	A	1
18	381	1	1	48	2	FL_434	TN	20	3	1	C	1
19	276	1	2	40	3	FL_434	TN	20	1	2	A	1
21	212	1	2	30	3	FL_434	TN	20	3	2	C	3
25	170	1	2	19	3	FL_434	TN	20	2	4	A	4
26	294	1	1	26	3	FL_434	TN	20	4	5	C	1
29	227	1	2	65	3	FL_434	TN	20	2	3	A	1
33	346	1	1	23	2	FL_434	TN	20	2	1	A	1
34	176	1	2	19	3	FL_434	TN	20	2	3	C	2
45	481	1	1	39	5	FL_434	TN	20	2	4	C	1
46	351	1	1	30	6	FL_434	TN	20	3	3	A	1
48	257	1	2	28	2	FL_434	TN	20	3	2	C	1
55	414	1	2	30	2	FL_434	TN	20	4	2	A	1
56	158	1	2	33	5	FL_434	TN	20	3	3	C	1
62	234	1	1	52	3	FL_434	TN	20	3	5	A	3
64	560	1	1	21	2	FL_434	TN	20	2	3	A	4
66	219	1	2	33	6	FL_434	TN	20	3	3	C	1
69	224	1	1	24	5	FL_434	TN	20	3	3	C	1
72	136	1	1	21	3	FL_434	TN	20	2	3	C	1
74	574	1	2	64	4	FL_434	TN	20	4	4	A	1
77	287	1	1	20	3	FL_434	TN	20	2	3	C	2
79	200	1	2	35	2	FL_434	TN	20	2	2	A	2
81	243	1	1	33	5	FL_434	TN	20	3	3	A	1
84	185	1	1	23	6	FL_434	TN	20	4	5	A	3
85	675	1	2	42	3	FL_434	TN	20	3	2	A	1
86	264	1	2	19	2	FL_434	TN	20	3	1	A	1
89	318	1	2	39	5	FL_434	TN	20	2	3	A	1
92	303	1	2	39	2	FL_434	TN	20	2	2	C	2
95	245	1	2	26	5	FL_434	TN	20	2	5	A	1
98	138	1	1	20	3	FL_434	TN	20	4	3	A	1
104	399	1	2	44	5	FL_434	TN	20	4	3	C	1
106	150	1	1	23	5	FL_434	TN	20	2	4	A	4
108	296	1	2	32	5	FL_434	TN	20	3	2	C	1
109	411	1	2	19	3	FL_434	TN	20	2	3	A	3
110	149	1	2	18	3	FL_434	TN	20	2	1	C	2
111	211	1	2	39	5	FL_434	TN	20	2	2	C	1
124	369	1	2	69	2	FL_434	TN	20	1	1	C	1
125	182	1	1	29	5	FL_434	TN	20	2	2	A	1
128	295	1	1	65	3	FL_434	TN	20	3	3	C	1
130	213	1	2	33	6	FL_434	TN	20	2	2	A	1
139	165	1	2	29	5	FL_434	TN	20	3	1	C	1
140	199	1	2	23	5	FL_434	TN	20	3	3	A	2
143	153	1	1	46	6	FL_434	TN	20	2	2	C	2
144	338	1	2	43	5	FL_434	TN	20	3	4	C	3
147	361	1	1	34	5	FL_434	TN	20	3	4	C	4
151	165	1	1	25	5	FL_434	TN	20	2	2	C	1
154	179	1	2	32	5	FL_434	TN	20	2	4	C	2
155	323	1	1	28	5	FL_434	TN	20	3	2	A	2
158	186	1	1	34	5	FL_434	TN	20	3	3	A	3
161	259	1	1	19	2	FL_434	TN	20	2	3	A	3
166	385	1	2	37	4	FL_434	TN	20	3	4	A	4
167	197	1	1	19	3	FL_434	TN	20	3	3	A	1
173	693	1	1	34	6	FL_434	TN	20	3	6	C	5
174	245	1	2	50	5	FL_434	TN	20	2	3	C	1
176	210	1	1	40	5	FL_434	TN	20	1	2	A	1
179	189	1	2	28	5	FL_434	TN	20	3	4	A	3
180	133	1	1	29	7	FL_434	TN	20	3	4	C	3
190	216	1	1	19	2	FL_434	TN	20	2	4	C	2
196	104	1	2	27	3	FL_434	TN	20	3	4	C	4
197	207	1	1	46	5	FL_434	TN	20	1	3	C	1
200	305	1	2	35	3	FL_434	TN	20	3	5	C	3
203	274	1	1	24	6	FL_434	TN	20	4	1	A	1
208	312	1	2	32	4	FL_434	TN	20	3	2	C	1
212	228	1	2	48	6	FL_434	TN	20	3	2	C	1
214	244	1	2	54	5	FL_434	TN	20	2	4	A	2
216	223	1	2	58	4	FL_434	TN	20	3	4	C	2
217	314	1	2	27	3	FL_434	TN	20	3	3	C	2
218	248	1	1	29	5	FL_434	TN	20	4	3	A	4
219	289	1	1	39	2	FL_434	TN	20	4	4	A	5
220	175	1	1	24	5	FL_434	TN	20	1	5	C	2
222	337	1	1	41	5	FL_434	TN	20	3	4	A	1
224	199	1	1	32	4	FL_434	TN	20	3	4	C	3
225	229	1	1	67	2	FL_434	TN	20	3	1	A	4
226	493	1	1	50	5	FL_434	TN	20	2	2	C	1
233	147	1	1	40	7	FL_434	TN	20	2	3	A	1
236	156	1	1	30	3	FL_434	TN	20	3	4	A	4
238	238	1	2	26	2	FL_434	TN	20	1	3	A	1
239	213	1	1	32	6	FL_434	TN	20	3	5	A	2
240	202	1	1	29	6	FL_434	TN	20	2	3	C	1
241	161	1	2	32	5	FL_434	TN	20	1	3	C	1
242	194	1	1	23	5	FL_434	TN	20	2	3	C	4
245	210	1	1	23	5	FL_434	TN	20	2	4	C	2
246	527	1	1	37	1	FL_434	TN	20	3	3	A	2
248	309	1	2	19	5	FL_434	TN	20	3	5	A	4
253	251	1	1	18	2	FL_434	TN	20	2	2	A	1
254	164	1	1	50	5	FL_434	TN	20	3	4	C	1
263	419	1	1	18	2	FL_434	TN	20	3	4	C	2
264	440	1	2	34	6	FL_434	TN	20	3	3	A	2
277	479	1	2	35	5	FL_434	TN	20	3	2	A	1
279	467	1	2	29	6	FL_434	TN	20	3	1	C	1
289	1147	1	1	24	4	FL_434	TN	20	2	6	A	4
291	342	1	1	25	6	FL_434	TN	20	3	3	A	1
294	610	1	1	27	5	FL_434	TN	20	2	5	C	2
295	168	1	2	31	5	FL_434	TN	20	3	4	A	4
296	1020	1	2	26	5	FL_434	TN	20	3	3	A	2
301	7496	1	1	26	3	FL_434	TN	20	3	3	C	2
3	246	1	1	36	7	FL_434	FN	6	3	4	B	4
6	237	1	2	37	6	FL_434	FN	6	2	4	E	2
7	412	1	2	27	3	FL_434	FN	6	1	2	A	1
11	282	1	1	42	4	FL_434	FN	6	3	4	E	1
14	180	1	1	30	5	FL_434	FN	6	2	4	C	1
18	381	1	1	48	2	FL_434	FN	6	2	3	A	1
19	276	1	2	40	3	FL_434	FN	6	3	4	B	1
21	212	1	2	30	3	FL_434	FN	6	3	4	D	4
25	170	1	2	19	3	FL_434	FN	6	2	6	D	4
26	294	1	1	26	3	FL_434	FN	6	2	6	C	1
29	227	1	2	65	3	FL_434	FN	6	3	3	E	1
33	346	1	1	23	2	FL_434	FN	6	2	4	B	3
34	176	1	2	19	3	FL_434	FN	6	2	4	A	4
45	481	1	1	39	5	FL_434	FN	6	1	2	E	1
46	351	1	1	30	6	FL_434	FN	6	3	7	E	5
48	257	1	2	28	2	FL_434	FN	6	2	4	A	2
55	414	1	2	30	2	FL_434	FN	6	3	4	A	1
56	158	1	2	33	5	FL_434	FN	6	3	4	B	1
62	234	1	1	52	3	FL_434	FN	6	2	4	E	3
64	560	1	1	21	2	FL_434	FN	6	1	6	E	1
66	219	1	2	33	6	FL_434	FN	6	2	5	B	1
69	224	1	1	24	5	FL_434	FN	6	3	3	B	1
72	136	1	1	21	3	FL_434	FN	6	3	4	E	2
74	574	1	2	64	4	FL_434	FN	6	1	2	E	1
77	287	1	1	20	3	FL_434	FN	6	3	5	C	5
79	200	1	2	35	2	FL_434	FN	6	3	5	A	2
81	243	1	1	33	5	FL_434	FN	6	3	5	E	1
84	185	1	1	23	6	FL_434	FN	6	2	5	C	3
85	675	1	2	42	3	FL_434	FN	6	4	4	E	1
86	264	1	2	19	2	FL_434	FN	6	1	6	B	2
89	318	1	2	39	5	FL_434	FN	6	3	5	A	1
92	303	1	2	39	2	FL_434	FN	6	3	4	B	2
95	245	1	2	26	5	FL_434	FN	6	1	4	D	2
98	138	1	1	20	3	FL_434	FN	6	3	5	D	2
104	399	1	2	44	5	FL_434	FN	6	2	6	B	1
106	150	1	1	23	5	FL_434	FN	6	2	7	E	3
108	296	1	2	32	5	FL_434	FN	6	2	4	D	3
109	411	1	2	19	3	FL_434	FN	6	3	4	A	2
110	149	1	2	18	3	FL_434	FN	6	1	3	E	1
111	211	1	2	39	5	FL_434	FN	6	3	5	D	1
124	369	1	2	69	2	FL_434	FN	6	2	6	B	3
125	182	1	1	29	5	FL_434	FN	6	1	1	D	1
128	295	1	1	65	3	FL_434	FN	6	2	4	E	1
130	213	1	2	33	6	FL_434	FN	6	2	3	D	1
139	165	1	2	29	5	FL_434	FN	6	2	5	C	1
140	199	1	2	23	5	FL_434	FN	6	3	4	E	2
143	153	1	1	46	6	FL_434	FN	6	1	2	E	2
144	338	1	2	43	5	FL_434	FN	6	3	6	C	4
147	361	1	1	34	5	FL_434	FN	6	2	2	A	2
151	165	1	1	25	5	FL_434	FN	6	3	3	D	2
154	179	1	2	32	5	FL_434	FN	6	1	5	D	2
155	323	1	1	28	5	FL_434	FN	6	3	4	B	2
158	186	1	1	34	5	FL_434	FN	6	1	1	E	1
161	259	1	1	19	2	FL_434	FN	6	3	4	B	5
166	385	1	2	37	4	FL_434	FN	6	3	6	C	6
167	197	1	1	19	3	FL_434	FN	6	3	5	E	1
173	693	1	1	34	6	FL_434	FN	6	4	6	B	6
174	245	1	2	50	5	FL_434	FN	6	1	5	D	3
176	210	1	1	40	5	FL_434	FN	6	3	4	A	3
179	189	1	2	28	5	FL_434	FN	6	2	6	C	3
180	133	1	1	29	7	FL_434	FN	6	2	2	E	1
190	216	1	1	19	2	FL_434	FN	6	2	6	E	5
196	104	1	2	27	3	FL_434	FN	6	1	1	E	1
197	207	1	1	46	5	FL_434	FN	6	2	3	B	2
200	305	1	2	35	3	FL_434	FN	6	1	5	C	1
203	274	1	1	24	6	FL_434	FN	6	2	1	E	1
208	312	1	2	32	4	FL_434	FN	6	2	3	B	1
212	228	1	2	48	6	FL_434	FN	6	2	2	D	1
214	244	1	2	54	5	FL_434	FN	6	2	4	C	3
216	223	1	2	58	4	FL_434	FN	6	4	4	E	2
217	314	1	2	27	3	FL_434	FN	6	1	7	E	6
218	248	1	1	29	5	FL_434	FN	6	2	6	D	2
219	289	1	1	39	2	FL_434	FN	6	3	5	C	5
220	175	1	1	24	5	FL_434	FN	6	4	7	C	6
222	337	1	1	41	5	FL_434	FN	6	2	6	D	1
224	199	1	1	32	4	FL_434	FN	6	3	5	E	4
225	229	1	1	67	2	FL_434	FN	6	2	1	C	1
226	493	1	1	50	5	FL_434	FN	6	1	3	E	2
233	147	1	1	40	7	FL_434	FN	6	3	4	C	1
236	156	1	1	30	3	FL_434	FN	6	3	5	C	4
238	238	1	2	26	2	FL_434	FN	6	3	5	D	3
239	213	1	1	32	6	FL_434	FN	6	1	7	A	1
240	202	1	1	29	6	FL_434	FN	6	1	4	E	1
241	161	1	2	32	5	FL_434	FN	6	3	6	B	4
242	194	1	1	23	5	FL_434	FN	6	3	5	E	4
245	210	1	1	23	5	FL_434	FN	6	3	4	C	2
246	527	1	1	37	1	FL_434	FN	6	1	7	E	6
248	309	1	2	19	5	FL_434	FN	6	3	6	B	5
253	251	1	1	18	2	FL_434	FN	6	2	4	B	1
254	164	1	1	50	5	FL_434	FN	6	2	2	C	1
263	419	1	1	18	2	FL_434	FN	6	4	6	E	4
264	440	1	2	34	6	FL_434	FN	6	1	1	E	1
277	479	1	2	35	5	FL_434	FN	6	2	3	B	1
279	467	1	2	29	6	FL_434	FN	6	4	6	B	6
289	1147	1	1	24	4	FL_434	FN	6	3	2	E	2
291	342	1	1	25	6	FL_434	FN	6	3	4	B	1
294	610	1	1	27	5	FL_434	FN	6	3	4	E	4
295	168	1	2	31	5	FL_434	FN	6	2	6	E	4
296	1020	1	2	26	5	FL_434	FN	6	3	4	B	3
301	7496	1	1	26	3	FL_434	FN	6	1	5	D	3
3	246	1	1	36	7	FL_434	FN	20	2	5	C	3
6	237	1	2	37	6	FL_434	FN	20	2	1	A	2
7	412	1	2	27	3	FL_434	FN	20	3	2	C	3
11	282	1	1	42	4	FL_434	FN	20	2	3	A	1
14	180	1	1	30	5	FL_434	FN	20	3	3	A	1
18	381	1	1	48	2	FL_434	FN	20	3	1	A	4
19	276	1	2	40	3	FL_434	FN	20	2	2	A	1
21	212	1	2	30	3	FL_434	FN	20	3	4	A	4
25	170	1	2	19	3	FL_434	FN	20	3	5	C	4
26	294	1	1	26	3	FL_434	FN	20	2	4	C	1
29	227	1	2	65	3	FL_434	FN	20	2	1	C	1
33	346	1	1	23	2	FL_434	FN	20	3	3	C	2
34	176	1	2	19	3	FL_434	FN	20	2	3	C	3
45	481	1	1	39	5	FL_434	FN	20	3	2	A	2
46	351	1	1	30	6	FL_434	FN	20	3	3	C	2
48	257	1	2	28	2	FL_434	FN	20	2	3	C	2
55	414	1	2	30	2	FL_434	FN	20	3	2	C	1
56	158	1	2	33	5	FL_434	FN	20	3	3	C	1
62	234	1	1	52	3	FL_434	FN	20	3	4	C	3
64	560	1	1	21	2	FL_434	FN	20	2	5	A	6
66	219	1	2	33	6	FL_434	FN	20	2	4	A	1
69	224	1	1	24	5	FL_434	FN	20	3	1	A	1
72	136	1	1	21	3	FL_434	FN	20	3	4	C	2
74	574	1	2	64	4	FL_434	FN	20	3	5	C	1
77	287	1	1	20	3	FL_434	FN	20	3	5	A	3
79	200	1	2	35	2	FL_434	FN	20	3	2	C	2
81	243	1	1	33	5	FL_434	FN	20	3	2	C	1
84	185	1	1	23	6	FL_434	FN	20	3	3	A	2
85	675	1	2	42	3	FL_434	FN	20	2	1	C	1
86	264	1	2	19	2	FL_434	FN	20	3	1	C	1
89	318	1	2	39	5	FL_434	FN	20	3	2	A	1
92	303	1	2	39	2	FL_434	FN	20	2	3	A	2
95	245	1	2	26	5	FL_434	FN	20	2	4	C	1
98	138	1	1	20	3	FL_434	FN	20	3	3	A	1
104	399	1	2	44	5	FL_434	FN	20	3	2	A	1
106	150	1	1	23	5	FL_434	FN	20	3	1	C	1
108	296	1	2	32	5	FL_434	FN	20	3	2	A	1
109	411	1	2	19	3	FL_434	FN	20	3	2	C	1
110	149	1	2	18	3	FL_434	FN	20	3	2	C	1
111	211	1	2	39	5	FL_434	FN	20	4	2	A	1
124	369	1	2	69	2	FL_434	FN	20	2	3	A	1
125	182	1	1	29	5	FL_434	FN	20	1	1	A	1
128	295	1	1	65	3	FL_434	FN	20	2	3	A	1
130	213	1	2	33	6	FL_434	FN	20	2	1	A	1
139	165	1	2	29	5	FL_434	FN	20	2	4	C	1
140	199	1	2	23	5	FL_434	FN	20	3	2	C	1
143	153	1	1	46	6	FL_434	FN	20	3	2	A	2
144	338	1	2	43	5	FL_434	FN	20	3	4	C	3
147	361	1	1	34	5	FL_434	FN	20	3	2	A	2
151	165	1	1	25	5	FL_434	FN	20	2	3	C	2
154	179	1	2	32	5	FL_434	FN	20	3	5	A	4
155	323	1	1	28	5	FL_434	FN	20	3	3	A	2
158	186	1	1	34	5	FL_434	FN	20	1	1	C	1
161	259	1	1	19	2	FL_434	FN	20	3	4	A	3
166	385	1	2	37	4	FL_434	FN	20	2	3	A	2
167	197	1	1	19	3	FL_434	FN	20	2	2	C	1
173	693	1	1	34	6	FL_434	FN	20	4	5	C	4
174	245	1	2	50	5	FL_434	FN	20	2	2	C	1
176	210	1	1	40	5	FL_434	FN	20	2	1	A	1
179	189	1	2	28	5	FL_434	FN	20	2	4	A	4
180	133	1	1	29	7	FL_434	FN	20	3	5	A	6
190	216	1	1	19	2	FL_434	FN	20	3	3	C	2
196	104	1	2	27	3	FL_434	FN	20	3	4	A	2
197	207	1	1	46	5	FL_434	FN	20	1	3	C	1
200	305	1	2	35	3	FL_434	FN	20	3	2	C	1
203	274	1	1	24	6	FL_434	FN	20	3	1	A	1
208	312	1	2	32	4	FL_434	FN	20	3	3	C	1
212	228	1	2	48	6	FL_434	FN	20	3	2	A	1
214	244	1	2	54	5	FL_434	FN	20	2	3	A	2
216	223	1	2	58	4	FL_434	FN	20	3	1	A	1
217	314	1	2	27	3	FL_434	FN	20	1	5	A	4
218	248	1	1	29	5	FL_434	FN	20	3	6	A	4
219	289	1	1	39	2	FL_434	FN	20	3	5	C	4
220	175	1	1	24	5	FL_434	FN	20	2	2	A	2
222	337	1	1	41	5	FL_434	FN	20	3	4	C	1
224	199	1	1	32	4	FL_434	FN	20	2	2	A	2
225	229	1	1	67	2	FL_434	FN	20	3	1	C	1
226	493	1	1	50	5	FL_434	FN	20	2	3	A	1
233	147	1	1	40	7	FL_434	FN	20	3	3	A	1
236	156	1	1	30	3	FL_434	FN	20	3	6	A	5
238	238	1	2	26	2	FL_434	FN	20	2	5	C	3
239	213	1	1	32	6	FL_434	FN	20	3	2	C	1
240	202	1	1	29	6	FL_434	FN	20	3	4	A	1
241	161	1	2	32	5	FL_434	FN	20	3	4	C	4
242	194	1	1	23	5	FL_434	FN	20	2	1	A	2
245	210	1	1	23	5	FL_434	FN	20	2	3	A	1
246	527	1	1	37	1	FL_434	FN	20	3	6	A	5
248	309	1	2	19	5	FL_434	FN	20	3	4	A	5
253	251	1	1	18	2	FL_434	FN	20	2	1	A	1
254	164	1	1	50	5	FL_434	FN	20	3	1	A	4
263	419	1	1	18	2	FL_434	FN	20	4	3	C	3
264	440	1	2	34	6	FL_434	FN	20	2	3	A	1
277	479	1	2	35	5	FL_434	FN	20	2	1	A	1
279	467	1	2	29	6	FL_434	FN	20	1	1	A	1
289	1147	1	1	24	4	FL_434	FN	20	3	5	C	3
291	342	1	1	25	6	FL_434	FN	20	1	2	C	1
294	610	1	1	27	5	FL_434	FN	20	2	3	A	3
295	168	1	2	31	5	FL_434	FN	20	3	4	C	3
296	1020	1	2	26	5	FL_434	FN	20	2	3	C	1
301	7496	1	1	26	3	FL_434	FN	20	2	3	C	1
3	246	1	1	36	7	FL_434	TN	9	3	5	E	4
6	237	1	2	37	6	FL_434	TN	9	2	2	E	2
7	412	1	2	27	3	FL_434	TN	9	2	4	E	2
11	282	1	1	42	4	FL_434	TN	9	2	4	C	1
14	180	1	1	30	5	FL_434	TN	9	1	1	A	1
18	381	1	1	48	2	FL_434	TN	9	2	1	D	1
19	276	1	2	40	3	FL_434	TN	9	3	4	A	2
21	212	1	2	30	3	FL_434	TN	9	3	3	C	3
25	170	1	2	19	3	FL_434	TN	9	3	5	C	4
26	294	1	1	26	3	FL_434	TN	9	4	4	E	1
29	227	1	2	65	3	FL_434	TN	9	3	2	A	1
33	346	1	1	23	2	FL_434	TN	9	1	4	E	3
34	176	1	2	19	3	FL_434	TN	9	3	6	E	5
45	481	1	1	39	5	FL_434	TN	9	1	5	D	4
46	351	1	1	30	6	FL_434	TN	9	2	5	B	2
48	257	1	2	28	2	FL_434	TN	9	2	4	E	2
55	414	1	2	30	2	FL_434	TN	9	2	2	B	1
56	158	1	2	33	5	FL_434	TN	9	3	3	D	1
62	234	1	1	52	3	FL_434	TN	9	3	2	E	2
64	560	1	1	21	2	FL_434	TN	9	3	5	E	3
66	219	1	2	33	6	FL_434	TN	9	4	4	E	1
69	224	1	1	24	5	FL_434	TN	9	3	2	D	1
72	136	1	1	21	3	FL_434	TN	9	3	5	C	2
74	574	1	2	64	4	FL_434	TN	9	4	5	B	1
77	287	1	1	20	3	FL_434	TN	9	3	4	A	4
79	200	1	2	35	2	FL_434	TN	9	3	3	E	1
81	243	1	1	33	5	FL_434	TN	9	3	4	B	1
84	185	1	1	23	6	FL_434	TN	9	3	3	B	2
85	675	1	2	42	3	FL_434	TN	9	1	5	E	5
86	264	1	2	19	2	FL_434	TN	9	3	2	A	2
89	318	1	2	39	5	FL_434	TN	9	4	4	A	1
92	303	1	2	39	2	FL_434	TN	9	2	4	B	5
95	245	1	2	26	5	FL_434	TN	9	1	5	C	1
98	138	1	1	20	3	FL_434	TN	9	3	2	C	2
104	399	1	2	44	5	FL_434	TN	9	3	4	E	1
106	150	1	1	23	5	FL_434	TN	9	2	3	C	2
108	296	1	2	32	5	FL_434	TN	9	2	3	B	2
109	411	1	2	19	3	FL_434	TN	9	2	5	C	1
110	149	1	2	18	3	FL_434	TN	9	1	5	D	1
111	211	1	2	39	5	FL_434	TN	9	3	3	A	1
124	369	1	2	69	2	FL_434	TN	9	2	4	E	1
125	182	1	1	29	5	FL_434	TN	9	1	6	D	6
128	295	1	1	65	3	FL_434	TN	9	2	3	D	1
130	213	1	2	33	6	FL_434	TN	9	3	4	E	1
139	165	1	2	29	5	FL_434	TN	9	2	4	A	4
140	199	1	2	23	5	FL_434	TN	9	2	3	E	2
143	153	1	1	46	6	FL_434	TN	9	3	3	E	2
144	338	1	2	43	5	FL_434	TN	9	2	5	C	4
147	361	1	1	34	5	FL_434	TN	9	3	3	E	3
151	165	1	1	25	5	FL_434	TN	9	3	4	E	2
154	179	1	2	32	5	FL_434	TN	9	1	4	A	5
155	323	1	1	28	5	FL_434	TN	9	3	3	B	2
158	186	1	1	34	5	FL_434	TN	9	1	1	D	1
161	259	1	1	19	2	FL_434	TN	9	2	4	D	3
166	385	1	2	37	4	FL_434	TN	9	2	3	A	4
167	197	1	1	19	3	FL_434	TN	9	1	4	E	1
173	693	1	1	34	6	FL_434	TN	9	4	6	C	6
174	245	1	2	50	5	FL_434	TN	9	4	4	E	1
176	210	1	1	40	5	FL_434	TN	9	1	2	C	1
179	189	1	2	28	5	FL_434	TN	9	3	4	C	3
180	133	1	1	29	7	FL_434	TN	9	1	5	C	2
190	216	1	1	19	2	FL_434	TN	9	3	4	C	4
196	104	1	2	27	3	FL_434	TN	9	4	6	E	5
197	207	1	1	46	5	FL_434	TN	9	4	2	B	1
200	305	1	2	35	3	FL_434	TN	9	4	5	E	4
203	274	1	1	24	6	FL_434	TN	9	3	1	A	1
208	312	1	2	32	4	FL_434	TN	9	2	3	C	1
212	228	1	2	48	6	FL_434	TN	9	2	2	C	1
